"Year","Lake","Focal.Host","Other.Host","AUC.Shared.Density"
"2015","North","retrocurva","ceriodaphnia",1946211.05
"2015","North","retrocurva","dentifera",36220914.65
"2015","North","retrocurva","parvula",1668312.85
"2015","North","retrocurva","pulicaria",528717.45
"2015","North","retrocurva","retrocurva",47987099.15
"2015","North","retrocurva","dubia",128264.1
"2015","North","retrocurva","ambigua",214601.7
"2015","North","retrocurva","mendotae",0
"2015","North","dubia","ceriodaphnia",128264.1
"2015","North","dubia","dentifera",128264.1
"2015","North","dubia","parvula",128264.1
"2015","North","dubia","pulicaria",128264.1
"2015","North","dubia","retrocurva",128264.1
"2015","North","dubia","dubia",128264.1
"2015","North","dubia","ambigua",72147.65
"2015","North","dubia","mendotae",0
"2015","North","ambigua","ceriodaphnia",106240.3
"2015","North","ambigua","dentifera",214601.7
"2015","North","ambigua","parvula",196541.7
"2015","North","ambigua","pulicaria",160420.3
"2015","North","ambigua","retrocurva",214601.7
"2015","North","ambigua","dubia",72147.65
"2015","North","ambigua","ambigua",214601.7
"2015","North","ambigua","mendotae",0
"2015","North","mendotae","ceriodaphnia",0
"2015","North","mendotae","dentifera",0
"2015","North","mendotae","parvula",0
"2015","North","mendotae","pulicaria",0
"2015","North","mendotae","retrocurva",0
"2015","North","mendotae","dubia",0
"2015","North","mendotae","ambigua",0
"2015","North","mendotae","mendotae",0
"2015","Bruin","ceriodaphnia","ceriodaphnia",6772.5
"2015","Bruin","ceriodaphnia","dentifera",6772.5
"2015","Bruin","ceriodaphnia","dubia",0
"2015","Bruin","ceriodaphnia","pulicaria",0
"2015","Bruin","ceriodaphnia","retrocurva",6772.5
"2015","Bruin","ceriodaphnia","parvula",0
"2015","Bruin","ceriodaphnia","ambigua",0
"2015","Bruin","ceriodaphnia","mendotae",0
"2015","Bruin","dentifera","ceriodaphnia",6772.5
"2015","Bruin","dentifera","dentifera",5591316.9
"2015","Bruin","dentifera","dubia",3352267.25
"2015","Bruin","dentifera","pulicaria",4003078.65
"2015","Bruin","dentifera","retrocurva",4365482.9
"2015","Bruin","dentifera","parvula",0
"2015","Bruin","dentifera","ambigua",0
"2015","Bruin","dentifera","mendotae",0
"2015","Bruin","dubia","ceriodaphnia",0
"2015","Bruin","dubia","dentifera",3352267.25
"2015","Bruin","dubia","dubia",6311551.25
"2015","Bruin","dubia","pulicaria",6230281.25
"2015","Bruin","dubia","retrocurva",6180614.8
"2015","Bruin","dubia","parvula",0
"2015","Bruin","dubia","ambigua",0
"2015","Bruin","dubia","mendotae",0
"2015","Bruin","pulicaria","ceriodaphnia",0
"2015","Bruin","pulicaria","dentifera",4003078.65
"2015","Bruin","pulicaria","dubia",6230281.25
"2015","Bruin","pulicaria","pulicaria",10957524.95
"2015","Bruin","pulicaria","retrocurva",7511906.1
"2015","Bruin","pulicaria","parvula",0
"2015","Bruin","pulicaria","ambigua",0
"2015","Bruin","pulicaria","mendotae",0
"2015","Bruin","retrocurva","ceriodaphnia",6772.5
"2015","Bruin","retrocurva","dentifera",4365482.9
"2015","Bruin","retrocurva","dubia",6180614.8
"2015","Bruin","retrocurva","pulicaria",7511906.1
"2015","Bruin","retrocurva","retrocurva",10469723.85
"2015","Bruin","retrocurva","parvula",0
"2015","Bruin","retrocurva","ambigua",0
"2015","Bruin","retrocurva","mendotae",0
"2015","Bruin","parvula","ceriodaphnia",0
"2015","Bruin","parvula","dentifera",0
"2015","Bruin","parvula","dubia",0
"2015","Bruin","parvula","pulicaria",0
"2015","Bruin","parvula","retrocurva",0
"2015","Bruin","parvula","parvula",0
"2015","Bruin","parvula","ambigua",0
"2015","Bruin","parvula","mendotae",0
"2015","Bruin","ambigua","ceriodaphnia",0
"2015","Bruin","ambigua","dentifera",0
"2015","Bruin","ambigua","dubia",0
"2015","Bruin","ambigua","pulicaria",0
"2015","Bruin","ambigua","retrocurva",0
"2015","Bruin","ambigua","parvula",0
"2015","Bruin","ambigua","ambigua",0
"2015","Bruin","ambigua","mendotae",0
"2015","Bruin","mendotae","ceriodaphnia",0
"2015","Bruin","mendotae","dentifera",0
"2015","Bruin","mendotae","dubia",0
"2015","Bruin","mendotae","pulicaria",0
"2015","Bruin","mendotae","retrocurva",0
"2015","Bruin","mendotae","parvula",0
"2015","Bruin","mendotae","ambigua",0
"2015","Bruin","mendotae","mendotae",0
"2015","Cedar","ceriodaphnia","ceriodaphnia",166411.45
"2015","Cedar","ceriodaphnia","dentifera",166411.45
"2015","Cedar","ceriodaphnia","dubia",166411.45
"2015","Cedar","ceriodaphnia","pulicaria",166411.45
"2015","Cedar","ceriodaphnia","retrocurva",166411.45
"2015","Cedar","ceriodaphnia","parvula",0
"2015","Cedar","ceriodaphnia","ambigua",0
"2015","Cedar","ceriodaphnia","mendotae",0
"2015","Cedar","dentifera","ceriodaphnia",166411.45
"2015","Cedar","dentifera","dentifera",33808270.7
"2015","Cedar","dentifera","dubia",786647.6
"2015","Cedar","dentifera","pulicaria",1399597.55
"2015","Cedar","dentifera","retrocurva",12673247.1
"2015","Cedar","dentifera","parvula",0
"2015","Cedar","dentifera","ambigua",0
"2015","Cedar","dentifera","mendotae",0
"2015","Cedar","dubia","ceriodaphnia",166411.45
"2015","Cedar","dubia","dentifera",786647.6
"2015","Cedar","dubia","dubia",786647.6
"2015","Cedar","dubia","pulicaria",659710.25
"2015","Cedar","dubia","retrocurva",786647.6
"2015","Cedar","dubia","parvula",0
"2015","Cedar","dubia","ambigua",0
"2015","Cedar","dubia","mendotae",0
"2015","Cedar","pulicaria","ceriodaphnia",166411.45
"2015","Cedar","pulicaria","dentifera",1399597.55
"2015","Cedar","pulicaria","dubia",659710.25
"2015","Cedar","pulicaria","pulicaria",1399597.55
"2015","Cedar","pulicaria","retrocurva",1399597.55
"2015","Cedar","pulicaria","parvula",0
"2015","Cedar","pulicaria","ambigua",0
"2015","Cedar","pulicaria","mendotae",0
"2015","Cedar","retrocurva","ceriodaphnia",166411.45
"2015","Cedar","retrocurva","dentifera",12673247.1
"2015","Cedar","retrocurva","dubia",786647.6
"2015","Cedar","retrocurva","pulicaria",1399597.55
"2015","Cedar","retrocurva","retrocurva",12835788.5
"2015","Cedar","retrocurva","parvula",0
"2015","Cedar","retrocurva","ambigua",0
"2015","Cedar","retrocurva","mendotae",0
"2015","Cedar","parvula","ceriodaphnia",0
"2015","Cedar","parvula","dentifera",0
"2015","Cedar","parvula","dubia",0
"2015","Cedar","parvula","pulicaria",0
"2015","Cedar","parvula","retrocurva",0
"2015","Cedar","parvula","parvula",0
"2015","Cedar","parvula","ambigua",0
"2015","Cedar","parvula","mendotae",0
"2015","Cedar","ambigua","ceriodaphnia",0
"2015","Cedar","ambigua","dentifera",0
"2015","Cedar","ambigua","dubia",0
"2015","Cedar","ambigua","pulicaria",0
"2015","Cedar","ambigua","retrocurva",0
"2015","Cedar","ambigua","parvula",0
"2015","Cedar","ambigua","ambigua",0
"2015","Cedar","ambigua","mendotae",0
"2015","Cedar","mendotae","ceriodaphnia",0
"2015","Cedar","mendotae","dentifera",0
"2015","Cedar","mendotae","dubia",0
"2015","Cedar","mendotae","pulicaria",0
"2015","Cedar","mendotae","retrocurva",0
"2015","Cedar","mendotae","parvula",0
"2015","Cedar","mendotae","ambigua",0
"2015","Cedar","mendotae","mendotae",0
"2015","CrookedW","ceriodaphnia","ceriodaphnia",1407527.7
"2015","CrookedW","ceriodaphnia","dentifera",1378502.7
"2015","CrookedW","ceriodaphnia","dubia",848825.8
"2015","CrookedW","ceriodaphnia","pulicaria",0
"2015","CrookedW","ceriodaphnia","retrocurva",1407527.7
"2015","CrookedW","ceriodaphnia","parvula",0
"2015","CrookedW","ceriodaphnia","ambigua",0
"2015","CrookedW","ceriodaphnia","mendotae",0
"2015","CrookedW","dentifera","ceriodaphnia",1378502.7
"2015","CrookedW","dentifera","dentifera",9332583.05
"2015","CrookedW","dentifera","dubia",3227605.45
"2015","CrookedW","dentifera","pulicaria",0
"2015","CrookedW","dentifera","retrocurva",8332824.6
"2015","CrookedW","dentifera","parvula",0
"2015","CrookedW","dentifera","ambigua",0
"2015","CrookedW","dentifera","mendotae",0
"2015","CrookedW","dubia","ceriodaphnia",848825.8
"2015","CrookedW","dubia","dentifera",3227605.45
"2015","CrookedW","dubia","dubia",3227605.45
"2015","CrookedW","dubia","pulicaria",0
"2015","CrookedW","dubia","retrocurva",2550349.85
"2015","CrookedW","dubia","parvula",0
"2015","CrookedW","dubia","ambigua",0
"2015","CrookedW","dubia","mendotae",0
"2015","CrookedW","pulicaria","ceriodaphnia",0
"2015","CrookedW","pulicaria","dentifera",0
"2015","CrookedW","pulicaria","dubia",0
"2015","CrookedW","pulicaria","pulicaria",0
"2015","CrookedW","pulicaria","retrocurva",0
"2015","CrookedW","pulicaria","parvula",0
"2015","CrookedW","pulicaria","ambigua",0
"2015","CrookedW","pulicaria","mendotae",0
"2015","CrookedW","retrocurva","ceriodaphnia",1407527.7
"2015","CrookedW","retrocurva","dentifera",8332824.6
"2015","CrookedW","retrocurva","dubia",2550349.85
"2015","CrookedW","retrocurva","pulicaria",0
"2015","CrookedW","retrocurva","retrocurva",29745705.35
"2015","CrookedW","retrocurva","parvula",0
"2015","CrookedW","retrocurva","ambigua",0
"2015","CrookedW","retrocurva","mendotae",0
"2015","CrookedW","parvula","ceriodaphnia",0
"2015","CrookedW","parvula","dentifera",0
"2015","CrookedW","parvula","dubia",0
"2015","CrookedW","parvula","pulicaria",0
"2015","CrookedW","parvula","retrocurva",0
"2015","CrookedW","parvula","parvula",0
"2015","CrookedW","parvula","ambigua",0
"2015","CrookedW","parvula","mendotae",0
"2015","CrookedW","ambigua","ceriodaphnia",0
"2015","CrookedW","ambigua","dentifera",0
"2015","CrookedW","ambigua","dubia",0
"2015","CrookedW","ambigua","pulicaria",0
"2015","CrookedW","ambigua","retrocurva",0
"2015","CrookedW","ambigua","parvula",0
"2015","CrookedW","ambigua","ambigua",0
"2015","CrookedW","ambigua","mendotae",0
"2015","CrookedW","mendotae","ceriodaphnia",0
"2015","CrookedW","mendotae","dentifera",0
"2015","CrookedW","mendotae","dubia",0
"2015","CrookedW","mendotae","pulicaria",0
"2015","CrookedW","mendotae","retrocurva",0
"2015","CrookedW","mendotae","parvula",0
"2015","CrookedW","mendotae","ambigua",0
"2015","CrookedW","mendotae","mendotae",0
"2015","Bishop","ambigua","ambigua",142545
"2015","Bishop","ambigua","dentifera",142545
"2015","Bishop","ambigua","dubia",142545
"2015","Bishop","ambigua","pulicaria",25155
"2015","Bishop","ambigua","retrocurva",142545
"2015","Bishop","ambigua","ceriodaphnia",45150
"2015","Bishop","ambigua","parvula",0
"2015","Bishop","ambigua","mendotae",0
"2015","Bishop","dentifera","ambigua",142545
"2015","Bishop","dentifera","dentifera",13138113.35
"2015","Bishop","dentifera","dubia",1559880.7
"2015","Bishop","dentifera","pulicaria",178021.3
"2015","Bishop","dentifera","retrocurva",12509233.15
"2015","Bishop","dentifera","ceriodaphnia",394742.2
"2015","Bishop","dentifera","parvula",0
"2015","Bishop","dentifera","mendotae",0
"2015","Bishop","dubia","ambigua",142545
"2015","Bishop","dubia","dentifera",1559880.7
"2015","Bishop","dubia","dubia",1559880.7
"2015","Bishop","dubia","pulicaria",152866.3
"2015","Bishop","dubia","retrocurva",1559880.7
"2015","Bishop","dubia","ceriodaphnia",245101.5
"2015","Bishop","dubia","parvula",0
"2015","Bishop","dubia","mendotae",0
"2015","Bishop","pulicaria","ambigua",25155
"2015","Bishop","pulicaria","dentifera",178021.3
"2015","Bishop","pulicaria","dubia",152866.3
"2015","Bishop","pulicaria","pulicaria",178021.3
"2015","Bishop","pulicaria","retrocurva",178021.3
"2015","Bishop","pulicaria","ceriodaphnia",27090
"2015","Bishop","pulicaria","parvula",0
"2015","Bishop","pulicaria","mendotae",0
"2015","Bishop","retrocurva","ambigua",142545
"2015","Bishop","retrocurva","dentifera",12509233.15
"2015","Bishop","retrocurva","dubia",1559880.7
"2015","Bishop","retrocurva","pulicaria",178021.3
"2015","Bishop","retrocurva","retrocurva",42864470.2
"2015","Bishop","retrocurva","ceriodaphnia",394742.2
"2015","Bishop","retrocurva","parvula",0
"2015","Bishop","retrocurva","mendotae",0
"2015","Bishop","ceriodaphnia","ambigua",45150
"2015","Bishop","ceriodaphnia","dentifera",394742.2
"2015","Bishop","ceriodaphnia","dubia",245101.5
"2015","Bishop","ceriodaphnia","pulicaria",27090
"2015","Bishop","ceriodaphnia","retrocurva",394742.2
"2015","Bishop","ceriodaphnia","ceriodaphnia",394742.2
"2015","Bishop","ceriodaphnia","parvula",0
"2015","Bishop","ceriodaphnia","mendotae",0
"2015","Bishop","parvula","ambigua",0
"2015","Bishop","parvula","dentifera",0
"2015","Bishop","parvula","dubia",0
"2015","Bishop","parvula","pulicaria",0
"2015","Bishop","parvula","retrocurva",0
"2015","Bishop","parvula","ceriodaphnia",0
"2015","Bishop","parvula","parvula",0
"2015","Bishop","parvula","mendotae",0
"2015","Bishop","mendotae","ambigua",0
"2015","Bishop","mendotae","dentifera",0
"2015","Bishop","mendotae","dubia",0
"2015","Bishop","mendotae","pulicaria",0
"2015","Bishop","mendotae","retrocurva",0
"2015","Bishop","mendotae","ceriodaphnia",0
"2015","Bishop","mendotae","parvula",0
"2015","Bishop","mendotae","mendotae",0
"2015","LittleAppleton","ceriodaphnia","ceriodaphnia",9745382.45
"2015","LittleAppleton","ceriodaphnia","dentifera",9745382.45
"2015","LittleAppleton","ceriodaphnia","dubia",420865.3
"2015","LittleAppleton","ceriodaphnia","parvula",826252.7
"2015","LittleAppleton","ceriodaphnia","pulicaria",321213.45
"2015","LittleAppleton","ceriodaphnia","retrocurva",486010.3
"2015","LittleAppleton","ceriodaphnia","ambigua",108361.4
"2015","LittleAppleton","ceriodaphnia","mendotae",0
"2015","LittleAppleton","dentifera","ceriodaphnia",9745382.45
"2015","LittleAppleton","dentifera","dentifera",161553817.1
"2015","LittleAppleton","dentifera","dubia",420865.3
"2015","LittleAppleton","dentifera","parvula",1161655.3
"2015","LittleAppleton","dentifera","pulicaria",434411.6
"2015","LittleAppleton","dentifera","retrocurva",486010.3
"2015","LittleAppleton","dentifera","ambigua",108361.4
"2015","LittleAppleton","dentifera","mendotae",0
"2015","LittleAppleton","dubia","ceriodaphnia",420865.3
"2015","LittleAppleton","dubia","dentifera",420865.3
"2015","LittleAppleton","dubia","dubia",420865.3
"2015","LittleAppleton","dubia","parvula",95782.5
"2015","LittleAppleton","dubia","pulicaria",175118.9
"2015","LittleAppleton","dubia","retrocurva",312505.3
"2015","LittleAppleton","dubia","ambigua",108361.4
"2015","LittleAppleton","dubia","mendotae",0
"2015","LittleAppleton","parvula","ceriodaphnia",826252.7
"2015","LittleAppleton","parvula","dentifera",1161655.3
"2015","LittleAppleton","parvula","dubia",95782.5
"2015","LittleAppleton","parvula","parvula",1161655.3
"2015","LittleAppleton","parvula","pulicaria",326050.2
"2015","LittleAppleton","parvula","retrocurva",178987.5
"2015","LittleAppleton","parvula","ambigua",0
"2015","LittleAppleton","parvula","mendotae",0
"2015","LittleAppleton","pulicaria","ceriodaphnia",321213.45
"2015","LittleAppleton","pulicaria","dentifera",434411.6
"2015","LittleAppleton","pulicaria","dubia",175118.9
"2015","LittleAppleton","pulicaria","parvula",326050.2
"2015","LittleAppleton","pulicaria","pulicaria",434411.6
"2015","LittleAppleton","pulicaria","retrocurva",146093.9
"2015","LittleAppleton","pulicaria","ambigua",108361.4
"2015","LittleAppleton","pulicaria","mendotae",0
"2015","LittleAppleton","retrocurva","ceriodaphnia",486010.3
"2015","LittleAppleton","retrocurva","dentifera",486010.3
"2015","LittleAppleton","retrocurva","dubia",312505.3
"2015","LittleAppleton","retrocurva","parvula",178987.5
"2015","LittleAppleton","retrocurva","pulicaria",146093.9
"2015","LittleAppleton","retrocurva","retrocurva",486010.3
"2015","LittleAppleton","retrocurva","ambigua",108361.4
"2015","LittleAppleton","retrocurva","mendotae",0
"2015","LittleAppleton","ambigua","ceriodaphnia",108361.4
"2015","LittleAppleton","ambigua","dentifera",108361.4
"2015","LittleAppleton","ambigua","dubia",108361.4
"2015","LittleAppleton","ambigua","parvula",0
"2015","LittleAppleton","ambigua","pulicaria",108361.4
"2015","LittleAppleton","ambigua","retrocurva",108361.4
"2015","LittleAppleton","ambigua","ambigua",108361.4
"2015","LittleAppleton","ambigua","mendotae",0
"2015","LittleAppleton","mendotae","ceriodaphnia",0
"2015","LittleAppleton","mendotae","dentifera",0
"2015","LittleAppleton","mendotae","dubia",0
"2015","LittleAppleton","mendotae","parvula",0
"2015","LittleAppleton","mendotae","pulicaria",0
"2015","LittleAppleton","mendotae","retrocurva",0
"2015","LittleAppleton","mendotae","ambigua",0
"2015","LittleAppleton","mendotae","mendotae",0
"2015","Appleton","dentifera","dentifera",5039426.25
"2015","Appleton","dentifera","dubia",4519552.05
"2015","Appleton","dentifera","pulicaria",3383698.75
"2015","Appleton","dentifera","retrocurva",4100944.05
"2015","Appleton","dentifera","ceriodaphnia",70950
"2015","Appleton","dentifera","parvula",0
"2015","Appleton","dentifera","ambigua",0
"2015","Appleton","dentifera","mendotae",0
"2015","Appleton","dubia","dentifera",4519552.05
"2015","Appleton","dubia","dubia",7253728.75
"2015","Appleton","dubia","pulicaria",4521488.25
"2015","Appleton","dubia","retrocurva",5990809.2
"2015","Appleton","dubia","ceriodaphnia",70950
"2015","Appleton","dubia","parvula",0
"2015","Appleton","dubia","ambigua",0
"2015","Appleton","dubia","mendotae",0
"2015","Appleton","pulicaria","dentifera",3383698.75
"2015","Appleton","pulicaria","dubia",4521488.25
"2015","Appleton","pulicaria","pulicaria",18094975.9
"2015","Appleton","pulicaria","retrocurva",7070805.35
"2015","Appleton","pulicaria","ceriodaphnia",70950
"2015","Appleton","pulicaria","parvula",0
"2015","Appleton","pulicaria","ambigua",0
"2015","Appleton","pulicaria","mendotae",0
"2015","Appleton","retrocurva","dentifera",4100944.05
"2015","Appleton","retrocurva","dubia",5990809.2
"2015","Appleton","retrocurva","pulicaria",7070805.35
"2015","Appleton","retrocurva","retrocurva",9481835.75
"2015","Appleton","retrocurva","ceriodaphnia",70950
"2015","Appleton","retrocurva","parvula",0
"2015","Appleton","retrocurva","ambigua",0
"2015","Appleton","retrocurva","mendotae",0
"2015","Appleton","ceriodaphnia","dentifera",70950
"2015","Appleton","ceriodaphnia","dubia",70950
"2015","Appleton","ceriodaphnia","pulicaria",70950
"2015","Appleton","ceriodaphnia","retrocurva",70950
"2015","Appleton","ceriodaphnia","ceriodaphnia",70950
"2015","Appleton","ceriodaphnia","parvula",0
"2015","Appleton","ceriodaphnia","ambigua",0
"2015","Appleton","ceriodaphnia","mendotae",0
"2015","Appleton","parvula","dentifera",0
"2015","Appleton","parvula","dubia",0
"2015","Appleton","parvula","pulicaria",0
"2015","Appleton","parvula","retrocurva",0
"2015","Appleton","parvula","ceriodaphnia",0
"2015","Appleton","parvula","parvula",0
"2015","Appleton","parvula","ambigua",0
"2015","Appleton","parvula","mendotae",0
"2015","Appleton","ambigua","dentifera",0
"2015","Appleton","ambigua","dubia",0
"2015","Appleton","ambigua","pulicaria",0
"2015","Appleton","ambigua","retrocurva",0
"2015","Appleton","ambigua","ceriodaphnia",0
"2015","Appleton","ambigua","parvula",0
"2015","Appleton","ambigua","ambigua",0
"2015","Appleton","ambigua","mendotae",0
"2015","Appleton","mendotae","dentifera",0
"2015","Appleton","mendotae","dubia",0
"2015","Appleton","mendotae","pulicaria",0
"2015","Appleton","mendotae","retrocurva",0
"2015","Appleton","mendotae","ceriodaphnia",0
"2015","Appleton","mendotae","parvula",0
"2015","Appleton","mendotae","ambigua",0
"2015","Appleton","mendotae","mendotae",0
"2015","Gosling","ambigua","ambigua",869208.25
"2015","Gosling","ambigua","ceriodaphnia",869208.25
"2015","Gosling","ambigua","dentifera",869208.25
"2015","Gosling","ambigua","parvula",802128.25
"2015","Gosling","ambigua","pulicaria",0
"2015","Gosling","ambigua","retrocurva",34830
"2015","Gosling","ambigua","dubia",0
"2015","Gosling","ambigua","mendotae",0
"2015","Gosling","ceriodaphnia","ambigua",869208.25
"2015","Gosling","ceriodaphnia","ceriodaphnia",90298797.3
"2015","Gosling","ceriodaphnia","dentifera",30083688.5
"2015","Gosling","ceriodaphnia","parvula",8316310.05
"2015","Gosling","ceriodaphnia","pulicaria",0
"2015","Gosling","ceriodaphnia","retrocurva",34830
"2015","Gosling","ceriodaphnia","dubia",0
"2015","Gosling","ceriodaphnia","mendotae",0
"2015","Gosling","dentifera","ambigua",869208.25
"2015","Gosling","dentifera","ceriodaphnia",30083688.5
"2015","Gosling","dentifera","dentifera",30083688.5
"2015","Gosling","dentifera","parvula",8289220.05
"2015","Gosling","dentifera","pulicaria",0
"2015","Gosling","dentifera","retrocurva",34830
"2015","Gosling","dentifera","dubia",0
"2015","Gosling","dentifera","mendotae",0
"2015","Gosling","parvula","ambigua",802128.25
"2015","Gosling","parvula","ceriodaphnia",8316310.05
"2015","Gosling","parvula","dentifera",8289220.05
"2015","Gosling","parvula","parvula",8316310.05
"2015","Gosling","parvula","pulicaria",0
"2015","Gosling","parvula","retrocurva",34830
"2015","Gosling","parvula","dubia",0
"2015","Gosling","parvula","mendotae",0
"2015","Gosling","pulicaria","ambigua",0
"2015","Gosling","pulicaria","ceriodaphnia",0
"2015","Gosling","pulicaria","dentifera",0
"2015","Gosling","pulicaria","parvula",0
"2015","Gosling","pulicaria","pulicaria",0
"2015","Gosling","pulicaria","retrocurva",0
"2015","Gosling","pulicaria","dubia",0
"2015","Gosling","pulicaria","mendotae",0
"2015","Gosling","retrocurva","ambigua",34830
"2015","Gosling","retrocurva","ceriodaphnia",34830
"2015","Gosling","retrocurva","dentifera",34830
"2015","Gosling","retrocurva","parvula",34830
"2015","Gosling","retrocurva","pulicaria",0
"2015","Gosling","retrocurva","retrocurva",34830
"2015","Gosling","retrocurva","dubia",0
"2015","Gosling","retrocurva","mendotae",0
"2015","Gosling","dubia","ambigua",0
"2015","Gosling","dubia","ceriodaphnia",0
"2015","Gosling","dubia","dentifera",0
"2015","Gosling","dubia","parvula",0
"2015","Gosling","dubia","pulicaria",0
"2015","Gosling","dubia","retrocurva",0
"2015","Gosling","dubia","dubia",0
"2015","Gosling","dubia","mendotae",0
"2015","Gosling","mendotae","ambigua",0
"2015","Gosling","mendotae","ceriodaphnia",0
"2015","Gosling","mendotae","dentifera",0
"2015","Gosling","mendotae","parvula",0
"2015","Gosling","mendotae","pulicaria",0
"2015","Gosling","mendotae","retrocurva",0
"2015","Gosling","mendotae","dubia",0
"2015","Gosling","mendotae","mendotae",0
"2015","Sullivan","ceriodaphnia","ceriodaphnia",793033.2
"2015","Sullivan","ceriodaphnia","dentifera",793033.2
"2015","Sullivan","ceriodaphnia","pulicaria",793033.2
"2015","Sullivan","ceriodaphnia","retrocurva",0
"2015","Sullivan","ceriodaphnia","dubia",0
"2015","Sullivan","ceriodaphnia","parvula",0
"2015","Sullivan","ceriodaphnia","ambigua",0
"2015","Sullivan","ceriodaphnia","mendotae",0
"2015","Sullivan","dentifera","ceriodaphnia",793033.2
"2015","Sullivan","dentifera","dentifera",39791664.15
"2015","Sullivan","dentifera","pulicaria",2627751.15
"2015","Sullivan","dentifera","retrocurva",0
"2015","Sullivan","dentifera","dubia",0
"2015","Sullivan","dentifera","parvula",0
"2015","Sullivan","dentifera","ambigua",0
"2015","Sullivan","dentifera","mendotae",0
"2015","Sullivan","pulicaria","ceriodaphnia",793033.2
"2015","Sullivan","pulicaria","dentifera",2627751.15
"2015","Sullivan","pulicaria","pulicaria",2627751.15
"2015","Sullivan","pulicaria","retrocurva",0
"2015","Sullivan","pulicaria","dubia",0
"2015","Sullivan","pulicaria","parvula",0
"2015","Sullivan","pulicaria","ambigua",0
"2015","Sullivan","pulicaria","mendotae",0
"2015","Sullivan","retrocurva","ceriodaphnia",0
"2015","Sullivan","retrocurva","dentifera",0
"2015","Sullivan","retrocurva","pulicaria",0
"2015","Sullivan","retrocurva","retrocurva",0
"2015","Sullivan","retrocurva","dubia",0
"2015","Sullivan","retrocurva","parvula",0
"2015","Sullivan","retrocurva","ambigua",0
"2015","Sullivan","retrocurva","mendotae",0
"2015","Sullivan","dubia","ceriodaphnia",0
"2015","Sullivan","dubia","dentifera",0
"2015","Sullivan","dubia","pulicaria",0
"2015","Sullivan","dubia","retrocurva",0
"2015","Sullivan","dubia","dubia",0
"2015","Sullivan","dubia","parvula",0
"2015","Sullivan","dubia","ambigua",0
"2015","Sullivan","dubia","mendotae",0
"2015","Sullivan","parvula","ceriodaphnia",0
"2015","Sullivan","parvula","dentifera",0
"2015","Sullivan","parvula","pulicaria",0
"2015","Sullivan","parvula","retrocurva",0
"2015","Sullivan","parvula","dubia",0
"2015","Sullivan","parvula","parvula",0
"2015","Sullivan","parvula","ambigua",0
"2015","Sullivan","parvula","mendotae",0
"2015","Sullivan","ambigua","ceriodaphnia",0
"2015","Sullivan","ambigua","dentifera",0
"2015","Sullivan","ambigua","pulicaria",0
"2015","Sullivan","ambigua","retrocurva",0
"2015","Sullivan","ambigua","dubia",0
"2015","Sullivan","ambigua","parvula",0
"2015","Sullivan","ambigua","ambigua",0
"2015","Sullivan","ambigua","mendotae",0
"2015","Sullivan","mendotae","ceriodaphnia",0
"2015","Sullivan","mendotae","dentifera",0
"2015","Sullivan","mendotae","pulicaria",0
"2015","Sullivan","mendotae","retrocurva",0
"2015","Sullivan","mendotae","dubia",0
"2015","Sullivan","mendotae","parvula",0
"2015","Sullivan","mendotae","ambigua",0
"2015","Sullivan","mendotae","mendotae",0
"2015","Pickerel","ceriodaphnia","ceriodaphnia",6068854.9
"2015","Pickerel","ceriodaphnia","dentifera",6068854.9
"2015","Pickerel","ceriodaphnia","parvula",36120
"2015","Pickerel","ceriodaphnia","pulicaria",3957753.55
"2015","Pickerel","ceriodaphnia","retrocurva",1614448.85
"2015","Pickerel","ceriodaphnia","dubia",0
"2015","Pickerel","ceriodaphnia","ambigua",0
"2015","Pickerel","ceriodaphnia","mendotae",0
"2015","Pickerel","dentifera","ceriodaphnia",6068854.9
"2015","Pickerel","dentifera","dentifera",19394340.6
"2015","Pickerel","dentifera","parvula",36120
"2015","Pickerel","dentifera","pulicaria",8715309.5
"2015","Pickerel","dentifera","retrocurva",8490204.6
"2015","Pickerel","dentifera","dubia",0
"2015","Pickerel","dentifera","ambigua",0
"2015","Pickerel","dentifera","mendotae",0
"2015","Pickerel","parvula","ceriodaphnia",36120
"2015","Pickerel","parvula","dentifera",36120
"2015","Pickerel","parvula","parvula",36120
"2015","Pickerel","parvula","pulicaria",36120
"2015","Pickerel","parvula","retrocurva",36120
"2015","Pickerel","parvula","dubia",0
"2015","Pickerel","parvula","ambigua",0
"2015","Pickerel","parvula","mendotae",0
"2015","Pickerel","pulicaria","ceriodaphnia",3957753.55
"2015","Pickerel","pulicaria","dentifera",8715309.5
"2015","Pickerel","pulicaria","parvula",36120
"2015","Pickerel","pulicaria","pulicaria",8895910.9
"2015","Pickerel","pulicaria","retrocurva",6444246.2
"2015","Pickerel","pulicaria","dubia",0
"2015","Pickerel","pulicaria","ambigua",0
"2015","Pickerel","pulicaria","mendotae",0
"2015","Pickerel","retrocurva","ceriodaphnia",1614448.85
"2015","Pickerel","retrocurva","dentifera",8490204.6
"2015","Pickerel","retrocurva","parvula",36120
"2015","Pickerel","retrocurva","pulicaria",6444246.2
"2015","Pickerel","retrocurva","retrocurva",10402644.35
"2015","Pickerel","retrocurva","dubia",0
"2015","Pickerel","retrocurva","ambigua",0
"2015","Pickerel","retrocurva","mendotae",0
"2015","Pickerel","dubia","ceriodaphnia",0
"2015","Pickerel","dubia","dentifera",0
"2015","Pickerel","dubia","parvula",0
