"","Year","Lake","Parasite.Species","Focal.Host","Other.Host","AUC.prev"
"9968","2015","Bishop","metsch","dentifera","retrocurva",0
"9969","2015","Bishop","metsch","pulicaria","ambigua",0
"9970","2015","Bishop","metsch","pulicaria","dubia",0
"9971","2015","Bishop","metsch","pulicaria","ceriodaphnia",0
"9972","2015","Bishop","metsch","pulicaria","parvula",0
"9973","2015","Bishop","metsch","pulicaria","mendotae",0
"9974","2015","Bishop","metsch","pulicaria","dentifera",0
"9975","2015","Bishop","metsch","pulicaria","pulicaria",0
"9976","2015","Bishop","metsch","pulicaria","retrocurva",0
"9977","2015","Bishop","metsch","retrocurva","ambigua",0
"9978","2015","Bishop","metsch","retrocurva","dubia",0
"9979","2015","Bishop","metsch","retrocurva","ceriodaphnia",0
"9980","2015","Bishop","metsch","retrocurva","parvula",0
"9981","2015","Bishop","metsch","retrocurva","mendotae",0
"9982","2015","Bishop","metsch","retrocurva","dentifera",0
"9983","2015","Bishop","metsch","retrocurva","pulicaria",0
"9984","2015","Bishop","metsch","retrocurva","retrocurva",0
"9985","2015","Bishop","scarlet","ambigua","ambigua",0
"9986","2015","Bishop","scarlet","ambigua","dubia",0
"9987","2015","Bishop","scarlet","ambigua","ceriodaphnia",0
"9988","2015","Bishop","scarlet","ambigua","parvula",0
"9989","2015","Bishop","scarlet","ambigua","mendotae",0
"9990","2015","Bishop","scarlet","ambigua","dentifera",0
"9991","2015","Bishop","scarlet","ambigua","pulicaria",0
"9992","2015","Bishop","scarlet","ambigua","retrocurva",0
"9993","2015","Bishop","scarlet","dubia","ambigua",0
"9994","2015","Bishop","scarlet","dubia","dubia",0
"9995","2015","Bishop","scarlet","dubia","ceriodaphnia",0
"9996","2015","Bishop","scarlet","dubia","parvula",0
"9997","2015","Bishop","scarlet","dubia","mendotae",0
"9998","2015","Bishop","scarlet","dubia","dentifera",0
"9999","2015","Bishop","scarlet","dubia","pulicaria",0
"10000","2015","Bishop","scarlet","dubia","retrocurva",0
"10001","2015","Bishop","scarlet","ceriodaphnia","ambigua",0
"10002","2015","Bishop","scarlet","ceriodaphnia","dubia",0
"10003","2015","Bishop","scarlet","ceriodaphnia","ceriodaphnia",0
"10004","2015","Bishop","scarlet","ceriodaphnia","parvula",0
"10005","2015","Bishop","scarlet","ceriodaphnia","mendotae",0
"10006","2015","Bishop","scarlet","ceriodaphnia","dentifera",0
"10007","2015","Bishop","scarlet","ceriodaphnia","pulicaria",0
"10008","2015","Bishop","scarlet","ceriodaphnia","retrocurva",0
"10009","2015","Bishop","scarlet","parvula","ambigua",0
"10010","2015","Bishop","scarlet","parvula","dubia",0
"10011","2015","Bishop","scarlet","parvula","ceriodaphnia",0
"10012","2015","Bishop","scarlet","parvula","parvula",0
"10013","2015","Bishop","scarlet","parvula","mendotae",0
"10014","2015","Bishop","scarlet","parvula","dentifera",0
"10015","2015","Bishop","scarlet","parvula","pulicaria",0
"10016","2015","Bishop","scarlet","parvula","retrocurva",0
"10017","2015","Bishop","scarlet","mendotae","ambigua",0
"10018","2015","Bishop","scarlet","mendotae","dubia",0
"10019","2015","Bishop","scarlet","mendotae","ceriodaphnia",0
"10020","2015","Bishop","scarlet","mendotae","parvula",0
"10021","2015","Bishop","scarlet","mendotae","mendotae",0
"10022","2015","Bishop","scarlet","mendotae","dentifera",0
"10023","2015","Bishop","scarlet","mendotae","pulicaria",0
"10024","2015","Bishop","scarlet","mendotae","retrocurva",0
"10025","2015","Bishop","scarlet","dentifera","ambigua",0
"10026","2015","Bishop","scarlet","dentifera","dubia",0
"10027","2015","Bishop","scarlet","dentifera","ceriodaphnia",0
"10028","2015","Bishop","scarlet","dentifera","parvula",0
"10029","2015","Bishop","scarlet","dentifera","mendotae",0
"10030","2015","Bishop","scarlet","dentifera","dentifera",113732.131604058
"10031","2015","Bishop","scarlet","dentifera","pulicaria",0
"10032","2015","Bishop","scarlet","dentifera","retrocurva",59522.073346501
"10033","2015","Bishop","scarlet","pulicaria","ambigua",0
"10034","2015","Bishop","scarlet","pulicaria","dubia",0
"10035","2015","Bishop","scarlet","pulicaria","ceriodaphnia",0
"10036","2015","Bishop","scarlet","pulicaria","parvula",0
"10037","2015","Bishop","scarlet","pulicaria","mendotae",0
"10038","2015","Bishop","scarlet","pulicaria","dentifera",0
"10039","2015","Bishop","scarlet","pulicaria","pulicaria",0
"10040","2015","Bishop","scarlet","pulicaria","retrocurva",0
"10041","2015","Bishop","scarlet","retrocurva","ambigua",0
"10042","2015","Bishop","scarlet","retrocurva","dubia",0
"10043","2015","Bishop","scarlet","retrocurva","ceriodaphnia",0
"10044","2015","Bishop","scarlet","retrocurva","parvula",0
"10045","2015","Bishop","scarlet","retrocurva","mendotae",0
"10046","2015","Bishop","scarlet","retrocurva","dentifera",59522.073346501
"10047","2015","Bishop","scarlet","retrocurva","pulicaria",0
"10048","2015","Bishop","scarlet","retrocurva","retrocurva",53804.6677164953
"10049","2015","Bishop","brood","ambigua","ambigua",0
"10050","2015","Bishop","brood","ambigua","dubia",0
"10051","2015","Bishop","brood","ambigua","ceriodaphnia",0
"10052","2015","Bishop","brood","ambigua","parvula",0
"10053","2015","Bishop","brood","ambigua","mendotae",0
"10054","2015","Bishop","brood","ambigua","dentifera",0
"10055","2015","Bishop","brood","ambigua","pulicaria",0
"10056","2015","Bishop","brood","ambigua","retrocurva",0
"10057","2015","Bishop","brood","dubia","ambigua",0
"10058","2015","Bishop","brood","dubia","dubia",0
"10059","2015","Bishop","brood","dubia","ceriodaphnia",0
"10060","2015","Bishop","brood","dubia","parvula",0
"10061","2015","Bishop","brood","dubia","mendotae",0
"10062","2015","Bishop","brood","dubia","dentifera",0
"10063","2015","Bishop","brood","dubia","pulicaria",0
"10064","2015","Bishop","brood","dubia","retrocurva",0
"10065","2015","Bishop","brood","ceriodaphnia","ambigua",0
"10066","2015","Bishop","brood","ceriodaphnia","dubia",0
"10067","2015","Bishop","brood","ceriodaphnia","ceriodaphnia",0
"10068","2015","Bishop","brood","ceriodaphnia","parvula",0
"10069","2015","Bishop","brood","ceriodaphnia","mendotae",0
"10070","2015","Bishop","brood","ceriodaphnia","dentifera",0
"10071","2015","Bishop","brood","ceriodaphnia","pulicaria",0
"10072","2015","Bishop","brood","ceriodaphnia","retrocurva",0
"10073","2015","Bishop","brood","parvula","ambigua",0
"10074","2015","Bishop","brood","parvula","dubia",0
"10075","2015","Bishop","brood","parvula","ceriodaphnia",0
"10076","2015","Bishop","brood","parvula","parvula",0
"10077","2015","Bishop","brood","parvula","mendotae",0
"10078","2015","Bishop","brood","parvula","dentifera",0
"10079","2015","Bishop","brood","parvula","pulicaria",0
"10080","2015","Bishop","brood","parvula","retrocurva",0
"10081","2015","Bishop","brood","mendotae","ambigua",0
"10082","2015","Bishop","brood","mendotae","dubia",0
"10083","2015","Bishop","brood","mendotae","ceriodaphnia",0
"10084","2015","Bishop","brood","mendotae","parvula",0
"10085","2015","Bishop","brood","mendotae","mendotae",0
"10086","2015","Bishop","brood","mendotae","dentifera",0
"10087","2015","Bishop","brood","mendotae","pulicaria",0
"10088","2015","Bishop","brood","mendotae","retrocurva",0
"10089","2015","Bishop","brood","dentifera","ambigua",0
"10090","2015","Bishop","brood","dentifera","dubia",0
"10091","2015","Bishop","brood","dentifera","ceriodaphnia",0
"10092","2015","Bishop","brood","dentifera","parvula",0
"10093","2015","Bishop","brood","dentifera","mendotae",0
"10094","2015","Bishop","brood","dentifera","dentifera",10906.4545454545
"10095","2015","Bishop","brood","dentifera","pulicaria",0
"10096","2015","Bishop","brood","dentifera","retrocurva",0
"10097","2015","Bishop","brood","pulicaria","ambigua",0
"10098","2015","Bishop","brood","pulicaria","dubia",0
"10099","2015","Bishop","brood","pulicaria","ceriodaphnia",0
"10100","2015","Bishop","brood","pulicaria","parvula",0
"10101","2015","Bishop","brood","pulicaria","mendotae",0
"10102","2015","Bishop","brood","pulicaria","dentifera",0
"10103","2015","Bishop","brood","pulicaria","pulicaria",0
"10104","2015","Bishop","brood","pulicaria","retrocurva",0
"10105","2015","Bishop","brood","retrocurva","ambigua",0
"10106","2015","Bishop","brood","retrocurva","dubia",0
"10107","2015","Bishop","brood","retrocurva","ceriodaphnia",0
"10108","2015","Bishop","brood","retrocurva","parvula",0
"10109","2015","Bishop","brood","retrocurva","mendotae",0
"10110","2015","Bishop","brood","retrocurva","dentifera",0
"10111","2015","Bishop","brood","retrocurva","pulicaria",0
"10112","2015","Bishop","brood","retrocurva","retrocurva",35950.9932051588
"10113","2015","Bishop","larssonia","ambigua","ambigua",0
"10114","2015","Bishop","larssonia","ambigua","dubia",0
"10115","2015","Bishop","larssonia","ambigua","ceriodaphnia",0
"10116","2015","Bishop","larssonia","ambigua","parvula",0
"10117","2015","Bishop","larssonia","ambigua","mendotae",0
"10118","2015","Bishop","larssonia","ambigua","dentifera",0
"10119","2015","Bishop","larssonia","ambigua","pulicaria",0
"10120","2015","Bishop","larssonia","ambigua","retrocurva",0
"10121","2015","Bishop","larssonia","dubia","ambigua",0
"10122","2015","Bishop","larssonia","dubia","dubia",0
"10123","2015","Bishop","larssonia","dubia","ceriodaphnia",0
"10124","2015","Bishop","larssonia","dubia","parvula",0
"10125","2015","Bishop","larssonia","dubia","mendotae",0
"10126","2015","Bishop","larssonia","dubia","dentifera",0
"10127","2015","Bishop","larssonia","dubia","pulicaria",0
"10128","2015","Bishop","larssonia","dubia","retrocurva",0
"10129","2015","Bishop","larssonia","ceriodaphnia","ambigua",0
"10130","2015","Bishop","larssonia","ceriodaphnia","dubia",0
"10131","2015","Bishop","larssonia","ceriodaphnia","ceriodaphnia",0
"10132","2015","Bishop","larssonia","ceriodaphnia","parvula",0
"10133","2015","Bishop","larssonia","ceriodaphnia","mendotae",0
"10134","2015","Bishop","larssonia","ceriodaphnia","dentifera",0
"10135","2015","Bishop","larssonia","ceriodaphnia","pulicaria",0
"10136","2015","Bishop","larssonia","ceriodaphnia","retrocurva",0
"10137","2015","Bishop","larssonia","parvula","ambigua",0
"10138","2015","Bishop","larssonia","parvula","dubia",0
"10139","2015","Bishop","larssonia","parvula","ceriodaphnia",0
"10140","2015","Bishop","larssonia","parvula","parvula",0
"10141","2015","Bishop","larssonia","parvula","mendotae",0
"10142","2015","Bishop","larssonia","parvula","dentifera",0
"10143","2015","Bishop","larssonia","parvula","pulicaria",0
"10144","2015","Bishop","larssonia","parvula","retrocurva",0
"10145","2015","Bishop","larssonia","mendotae","ambigua",0
"10146","2015","Bishop","larssonia","mendotae","dubia",0
"10147","2015","Bishop","larssonia","mendotae","ceriodaphnia",0
"10148","2015","Bishop","larssonia","mendotae","parvula",0
"10149","2015","Bishop","larssonia","mendotae","mendotae",0
"10150","2015","Bishop","larssonia","mendotae","dentifera",0
"10151","2015","Bishop","larssonia","mendotae","pulicaria",0
"10152","2015","Bishop","larssonia","mendotae","retrocurva",0
"10153","2015","Bishop","larssonia","dentifera","ambigua",0
"10154","2015","Bishop","larssonia","dentifera","dubia",0
"10155","2015","Bishop","larssonia","dentifera","ceriodaphnia",0
"10156","2015","Bishop","larssonia","dentifera","parvula",0
"10157","2015","Bishop","larssonia","dentifera","mendotae",0
"10158","2015","Bishop","larssonia","dentifera","dentifera",0
"10159","2015","Bishop","larssonia","dentifera","pulicaria",0
"10160","2015","Bishop","larssonia","dentifera","retrocurva",0
"10161","2015","Bishop","larssonia","pulicaria","ambigua",0
"10162","2015","Bishop","larssonia","pulicaria","dubia",0
"10163","2015","Bishop","larssonia","pulicaria","ceriodaphnia",0
"10164","2015","Bishop","larssonia","pulicaria","parvula",0
"10165","2015","Bishop","larssonia","pulicaria","mendotae",0
"10166","2015","Bishop","larssonia","pulicaria","dentifera",0
"10167","2015","Bishop","larssonia","pulicaria","pulicaria",0
"10168","2015","Bishop","larssonia","pulicaria","retrocurva",0
"10169","2015","Bishop","larssonia","retrocurva","ambigua",0
"10170","2015","Bishop","larssonia","retrocurva","dubia",0
"10171","2015","Bishop","larssonia","retrocurva","ceriodaphnia",0
"10172","2015","Bishop","larssonia","retrocurva","parvula",0
"10173","2015","Bishop","larssonia","retrocurva","mendotae",0
"10174","2015","Bishop","larssonia","retrocurva","dentifera",0
"10175","2015","Bishop","larssonia","retrocurva","pulicaria",0
"10176","2015","Bishop","larssonia","retrocurva","retrocurva",0
"10177","2015","Bishop","spider","ambigua","ambigua",0
"10178","2015","Bishop","spider","ambigua","dubia",0
"10179","2015","Bishop","spider","ambigua","ceriodaphnia",0
"10180","2015","Bishop","spider","ambigua","parvula",0
"10181","2015","Bishop","spider","ambigua","mendotae",0
"10182","2015","Bishop","spider","ambigua","dentifera",0
"10183","2015","Bishop","spider","ambigua","pulicaria",0
"10184","2015","Bishop","spider","ambigua","retrocurva",0
"10185","2015","Bishop","spider","dubia","ambigua",0
"10186","2015","Bishop","spider","dubia","dubia",7696.80995024875
"10187","2015","Bishop","spider","dubia","ceriodaphnia",0
"10188","2015","Bishop","spider","dubia","parvula",0
"10189","2015","Bishop","spider","dubia","mendotae",0
"10190","2015","Bishop","spider","dubia","dentifera",0
"10191","2015","Bishop","spider","dubia","pulicaria",0
"10192","2015","Bishop","spider","dubia","retrocurva",18001.2979061787
"10193","2015","Bishop","spider","ceriodaphnia","ambigua",0
"10194","2015","Bishop","spider","ceriodaphnia","dubia",0
"10195","2015","Bishop","spider","ceriodaphnia","ceriodaphnia",0
"10196","2015","Bishop","spider","ceriodaphnia","parvula",0
"10197","2015","Bishop","spider","ceriodaphnia","mendotae",0
"10198","2015","Bishop","spider","ceriodaphnia","dentifera",0
"10199","2015","Bishop","spider","ceriodaphnia","pulicaria",0
"10200","2015","Bishop","spider","ceriodaphnia","retrocurva",0
"10201","2015","Bishop","spider","parvula","ambigua",0
"10202","2015","Bishop","spider","parvula","dubia",0
"10203","2015","Bishop","spider","parvula","ceriodaphnia",0
"10204","2015","Bishop","spider","parvula","parvula",0
"10205","2015","Bishop","spider","parvula","mendotae",0
"10206","2015","Bishop","spider","parvula","dentifera",0
"10207","2015","Bishop","spider","parvula","pulicaria",0
"10208","2015","Bishop","spider","parvula","retrocurva",0
"10209","2015","Bishop","spider","mendotae","ambigua",0
"10210","2015","Bishop","spider","mendotae","dubia",0
"10211","2015","Bishop","spider","mendotae","ceriodaphnia",0
"10212","2015","Bishop","spider","mendotae","parvula",0
"10213","2015","Bishop","spider","mendotae","mendotae",0
"10214","2015","Bishop","spider","mendotae","dentifera",0
"10215","2015","Bishop","spider","mendotae","pulicaria",0
"10216","2015","Bishop","spider","mendotae","retrocurva",0
"10217","2015","Bishop","spider","dentifera","ambigua",0
"10218","2015","Bishop","spider","dentifera","dubia",0
"10219","2015","Bishop","spider","dentifera","ceriodaphnia",0
"10220","2015","Bishop","spider","dentifera","parvula",0
"10221","2015","Bishop","spider","dentifera","mendotae",0
"10222","2015","Bishop","spider","dentifera","dentifera",0
"10223","2015","Bishop","spider","dentifera","pulicaria",0
"10224","2015","Bishop","spider","dentifera","retrocurva",0
"10225","2015","Bishop","spider","pulicaria","ambigua",0
"10226","2015","Bishop","spider","pulicaria","dubia",0
"10227","2015","Bishop","spider","pulicaria","ceriodaphnia",0
"10228","2015","Bishop","spider","pulicaria","parvula",0
"10229","2015","Bishop","spider","pulicaria","mendotae",0
"10230","2015","Bishop","spider","pulicaria","dentifera",0
"10231","2015","Bishop","spider","pulicaria","pulicaria",0
"10232","2015","Bishop","spider","pulicaria","retrocurva",0
"10233","2015","Bishop","spider","retrocurva","ambigua",0
"10234","2015","Bishop","spider","retrocurva","dubia",18001.2979061787
"10235","2015","Bishop","spider","retrocurva","ceriodaphnia",0
"10236","2015","Bishop","spider","retrocurva","parvula",0
"10237","2015","Bishop","spider","retrocurva","mendotae",0
"10238","2015","Bishop","spider","retrocurva","dentifera",0
"10239","2015","Bishop","spider","retrocurva","pulicaria",0
"10240","2015","Bishop","spider","retrocurva","retrocurva",42319.6132240853
"10241","2015","Bishop","gurleya","ambigua","ambigua",0
"10242","2015","Bishop","gurleya","ambigua","dubia",0
"10243","2015","Bishop","gurleya","ambigua","ceriodaphnia",0
"10244","2015","Bishop","gurleya","ambigua","parvula",0
"10245","2015","Bishop","gurleya","ambigua","mendotae",0
"10246","2015","Bishop","gurleya","ambigua","dentifera",0
"10247","2015","Bishop","gurleya","ambigua","pulicaria",0
"10248","2015","Bishop","gurleya","ambigua","retrocurva",0
"10249","2015","Bishop","gurleya","dubia","ambigua",0
"10250","2015","Bishop","gurleya","dubia","dubia",0
"10251","2015","Bishop","gurleya","dubia","ceriodaphnia",0
"10252","2015","Bishop","gurleya","dubia","parvula",0
"10253","2015","Bishop","gurleya","dubia","mendotae",0
"10254","2015","Bishop","gurleya","dubia","dentifera",0
"10255","2015","Bishop","gurleya","dubia","pulicaria",0
"10256","2015","Bishop","gurleya","dubia","retrocurva",0
"10257","2015","Bishop","gurleya","ceriodaphnia","ambigua",0
"10258","2015","Bishop","gurleya","ceriodaphnia","dubia",0
"10259","2015","Bishop","gurleya","ceriodaphnia","ceriodaphnia",0
"10260","2015","Bishop","gurleya","ceriodaphnia","parvula",0
"10261","2015","Bishop","gurleya","ceriodaphnia","mendotae",0
"10262","2015","Bishop","gurleya","ceriodaphnia","dentifera",0
"10263","2015","Bishop","gurleya","ceriodaphnia","pulicaria",0
"10264","2015","Bishop","gurleya","ceriodaphnia","retrocurva",0
"10265","2015","Bishop","gurleya","parvula","ambigua",0
"10266","2015","Bishop","gurleya","parvula","dubia",0
"10267","2015","Bishop","gurleya","parvula","ceriodaphnia",0
"10268","2015","Bishop","gurleya","parvula","parvula",0
"10269","2015","Bishop","gurleya","parvula","mendotae",0
"10270","2015","Bishop","gurleya","parvula","dentifera",0
"10271","2015","Bishop","gurleya","parvula","pulicaria",0
"10272","2015","Bishop","gurleya","parvula","retrocurva",0
"10273","2015","Bishop","gurleya","mendotae","ambigua",0
"10274","2015","Bishop","gurleya","mendotae","dubia",0
"10275","2015","Bishop","gurleya","mendotae","ceriodaphnia",0
"10276","2015","Bishop","gurleya","mendotae","parvula",0
"10277","2015","Bishop","gurleya","mendotae","mendotae",0
"10278","2015","Bishop","gurleya","mendotae","dentifera",0
"10279","2015","Bishop","gurleya","mendotae","pulicaria",0
"10280","2015","Bishop","gurleya","mendotae","retrocurva",0
"10281","2015","Bishop","gurleya","dentifera","ambigua",0
"10282","2015","Bishop","gurleya","dentifera","dubia",0
"10283","2015","Bishop","gurleya","dentifera","ceriodaphnia",0
"10284","2015","Bishop","gurleya","dentifera","parvula",0
"10285","2015","Bishop","gurleya","dentifera","mendotae",0
"10286","2015","Bishop","gurleya","dentifera","dentifera",0
"10287","2015","Bishop","gurleya","dentifera","pulicaria",0
"10288","2015","Bishop","gurleya","dentifera","retrocurva",0
"10289","2015","Bishop","gurleya","pulicaria","ambigua",0
"10290","2015","Bishop","gurleya","pulicaria","dubia",0
"10291","2015","Bishop","gurleya","pulicaria","ceriodaphnia",0
"10292","2015","Bishop","gurleya","pulicaria","parvula",0
"10293","2015","Bishop","gurleya","pulicaria","mendotae",0
"10294","2015","Bishop","gurleya","pulicaria","dentifera",0
"10295","2015","Bishop","gurleya","pulicaria","pulicaria",0
"10296","2015","Bishop","gurleya","pulicaria","retrocurva",0
"10297","2015","Bishop","gurleya","retrocurva","ambigua",0
"10298","2015","Bishop","gurleya","retrocurva","dubia",0
"10299","2015","Bishop","gurleya","retrocurva","ceriodaphnia",0
"10300","2015","Bishop","gurleya","retrocurva","parvula",0
"10301","2015","Bishop","gurleya","retrocurva","mendotae",0
"10302","2015","Bishop","gurleya","retrocurva","dentifera",0
"10303","2015","Bishop","gurleya","retrocurva","pulicaria",0
"10304","2015","Bishop","gurleya","retrocurva","retrocurva",0
"10305","2015","LittleAppleton","pasteuria","ceriodaphnia","ceriodaphnia",0
"10306","2015","LittleAppleton","pasteuria","ceriodaphnia","dubia",0
"10307","2015","LittleAppleton","pasteuria","ceriodaphnia","retrocurva",0
"10308","2015","LittleAppleton","pasteuria","ceriodaphnia","ambigua",0
"10309","2015","LittleAppleton","pasteuria","ceriodaphnia","mendotae",0
"10310","2015","LittleAppleton","pasteuria","ceriodaphnia","dentifera",0
"10311","2015","LittleAppleton","pasteuria","ceriodaphnia","parvula",0
"10312","2015","LittleAppleton","pasteuria","ceriodaphnia","pulicaria",0
"10313","2015","LittleAppleton","pasteuria","dubia","ceriodaphnia",0
"10314","2015","LittleAppleton","pasteuria","dubia","dubia",0
"10315","2015","LittleAppleton","pasteuria","dubia","retrocurva",0
"10316","2015","LittleAppleton","pasteuria","dubia","ambigua",0
"10317","2015","LittleAppleton","pasteuria","dubia","mendotae",0
"10318","2015","LittleAppleton","pasteuria","dubia","dentifera",0
"10319","2015","LittleAppleton","pasteuria","dubia","parvula",0
"10320","2015","LittleAppleton","pasteuria","dubia","pulicaria",0
"10321","2015","LittleAppleton","pasteuria","retrocurva","ceriodaphnia",0
"10322","2015","LittleAppleton","pasteuria","retrocurva","dubia",0
"10323","2015","LittleAppleton","pasteuria","retrocurva","retrocurva",0
"10324","2015","LittleAppleton","pasteuria","retrocurva","ambigua",0
"10325","2015","LittleAppleton","pasteuria","retrocurva","mendotae",0
"10326","2015","LittleAppleton","pasteuria","retrocurva","dentifera",0
"10327","2015","LittleAppleton","pasteuria","retrocurva","parvula",0
"10328","2015","LittleAppleton","pasteuria","retrocurva","pulicaria",0
"10329","2015","LittleAppleton","pasteuria","ambigua","ceriodaphnia",0
"10330","2015","LittleAppleton","pasteuria","ambigua","dubia",0
"10331","2015","LittleAppleton","pasteuria","ambigua","retrocurva",0
"10332","2015","LittleAppleton","pasteuria","ambigua","ambigua",0
"10333","2015","LittleAppleton","pasteuria","ambigua","mendotae",0
"10334","2015","LittleAppleton","pasteuria","ambigua","dentifera",0
"10335","2015","LittleAppleton","pasteuria","ambigua","parvula",0
"10336","2015","LittleAppleton","pasteuria","ambigua","pulicaria",0
"10337","2015","LittleAppleton","pasteuria","mendotae","ceriodaphnia",0
"10338","2015","LittleAppleton","pasteuria","mendotae","dubia",0
"10339","2015","LittleAppleton","pasteuria","mendotae","retrocurva",0
"10340","2015","LittleAppleton","pasteuria","mendotae","ambigua",0
"10341","2015","LittleAppleton","pasteuria","mendotae","mendotae",0
"10342","2015","LittleAppleton","pasteuria","mendotae","dentifera",0
"10343","2015","LittleAppleton","pasteuria","mendotae","parvula",0
"10344","2015","LittleAppleton","pasteuria","mendotae","pulicaria",0
"10345","2015","LittleAppleton","pasteuria","dentifera","ceriodaphnia",0
"10346","2015","LittleAppleton","pasteuria","dentifera","dubia",0
"10347","2015","LittleAppleton","pasteuria","dentifera","retrocurva",0
"10348","2015","LittleAppleton","pasteuria","dentifera","ambigua",0
"10349","2015","LittleAppleton","pasteuria","dentifera","mendotae",0
"10350","2015","LittleAppleton","pasteuria","dentifera","dentifera",1249869.54704592
"10351","2015","LittleAppleton","pasteuria","dentifera","parvula",0
"10352","2015","LittleAppleton","pasteuria","dentifera","pulicaria",0
"10353","2015","LittleAppleton","pasteuria","parvula","ceriodaphnia",0
"10354","2015","LittleAppleton","pasteuria","parvula","dubia",0
"10355","2015","LittleAppleton","pasteuria","parvula","retrocurva",0
"10356","2015","LittleAppleton","pasteuria","parvula","ambigua",0
"10357","2015","LittleAppleton","pasteuria","parvula","mendotae",0
"10358","2015","LittleAppleton","pasteuria","parvula","dentifera",0
"10359","2015","LittleAppleton","pasteuria","parvula","parvula",0
"10360","2015","LittleAppleton","pasteuria","parvula","pulicaria",0
"10361","2015","LittleAppleton","pasteuria","pulicaria","ceriodaphnia",0
"10362","2015","LittleAppleton","pasteuria","pulicaria","dubia",0
"10363","2015","LittleAppleton","pasteuria","pulicaria","retrocurva",0
"10364","2015","LittleAppleton","pasteuria","pulicaria","ambigua",0
"10365","2015","LittleAppleton","pasteuria","pulicaria","mendotae",0
"10366","2015","LittleAppleton","pasteuria","pulicaria","dentifera",0
"10367","2015","LittleAppleton","pasteuria","pulicaria","parvula",0
"10368","2015","LittleAppleton","pasteuria","pulicaria","pulicaria",0
"10369","2015","LittleAppleton","metsch","ceriodaphnia","ceriodaphnia",16244.5925925926
"10370","2015","LittleAppleton","metsch","ceriodaphnia","dubia",0
"10371","2015","LittleAppleton","metsch","ceriodaphnia","retrocurva",0
"10372","2015","LittleAppleton","metsch","ceriodaphnia","ambigua",0
"10373","2015","LittleAppleton","metsch","ceriodaphnia","mendotae",0
"10374","2015","LittleAppleton","metsch","ceriodaphnia","dentifera",0
"10375","2015","LittleAppleton","metsch","ceriodaphnia","parvula",0
"10376","2015","LittleAppleton","metsch","ceriodaphnia","pulicaria",0
"10377","2015","LittleAppleton","metsch","dubia","ceriodaphnia",0
"10378","2015","LittleAppleton","metsch","dubia","dubia",0
"10379","2015","LittleAppleton","metsch","dubia","retrocurva",0
"10380","2015","LittleAppleton","metsch","dubia","ambigua",0
"10381","2015","LittleAppleton","metsch","dubia","mendotae",0
"10382","2015","LittleAppleton","metsch","dubia","dentifera",0
"10383","2015","LittleAppleton","metsch","dubia","parvula",0
"10384","2015","LittleAppleton","metsch","dubia","pulicaria",0
"10385","2015","LittleAppleton","metsch","retrocurva","ceriodaphnia",0
"10386","2015","LittleAppleton","metsch","retrocurva","dubia",0
"10387","2015","LittleAppleton","metsch","retrocurva","retrocurva",0
"10388","2015","LittleAppleton","metsch","retrocurva","ambigua",0
"10389","2015","LittleAppleton","metsch","retrocurva","mendotae",0
"10390","2015","LittleAppleton","metsch","retrocurva","dentifera",0
"10391","2015","LittleAppleton","metsch","retrocurva","parvula",0
"10392","2015","LittleAppleton","metsch","retrocurva","pulicaria",0
"10393","2015","LittleAppleton","metsch","ambigua","ceriodaphnia",0
"10394","2015","LittleAppleton","metsch","ambigua","dubia",0
"10395","2015","LittleAppleton","metsch","ambigua","retrocurva",0
"10396","2015","LittleAppleton","metsch","ambigua","ambigua",0
"10397","2015","LittleAppleton","metsch","ambigua","mendotae",0
"10398","2015","LittleAppleton","metsch","ambigua","dentifera",0
"10399","2015","LittleAppleton","metsch","ambigua","parvula",0
"10400","2015","LittleAppleton","metsch","ambigua","pulicaria",0
"10401","2015","LittleAppleton","metsch","mendotae","ceriodaphnia",0
"10402","2015","LittleAppleton","metsch","mendotae","dubia",0
"10403","2015","LittleAppleton","metsch","mendotae","retrocurva",0
"10404","2015","LittleAppleton","metsch","mendotae","ambigua",0
"10405","2015","LittleAppleton","metsch","mendotae","mendotae",0
"10406","2015","LittleAppleton","metsch","mendotae","dentifera",0
"10407","2015","LittleAppleton","metsch","mendotae","parvula",0
"10408","2015","LittleAppleton","metsch","mendotae","pulicaria",0
"10409","2015","LittleAppleton","metsch","dentifera","ceriodaphnia",0
"10410","2015","LittleAppleton","metsch","dentifera","dubia",0
"10411","2015","LittleAppleton","metsch","dentifera","retrocurva",0
"10412","2015","LittleAppleton","metsch","dentifera","ambigua",0
"10413","2015","LittleAppleton","metsch","dentifera","mendotae",0
"10414","2015","LittleAppleton","metsch","dentifera","dentifera",0
"10415","2015","LittleAppleton","metsch","dentifera","parvula",0
"10416","2015","LittleAppleton","metsch","dentifera","pulicaria",0
"10417","2015","LittleAppleton","metsch","parvula","ceriodaphnia",0
"10418","2015","LittleAppleton","metsch","parvula","dubia",0
"10419","2015","LittleAppleton","metsch","parvula","retrocurva",0
"10420","2015","LittleAppleton","metsch","parvula","ambigua",0
"10421","2015","LittleAppleton","metsch","parvula","mendotae",0
"10422","2015","LittleAppleton","metsch","parvula","dentifera",0
"10423","2015","LittleAppleton","metsch","parvula","parvula",0
"10424","2015","LittleAppleton","metsch","parvula","pulicaria",0
"10425","2015","LittleAppleton","metsch","pulicaria","ceriodaphnia",0
"10426","2015","LittleAppleton","metsch","pulicaria","dubia",0
